Age,Gender,Purchase Amount (USD),Review Rating,Subscription Status,Discount Applied,Previous Purchases,Item Purchased,Category,Location,Size,Color,Season,Payment Method,Shipping Type,Preferred Payment Method,Frequency of Purchases
52,1,100,4.3,1,1,8,20,0,6,0,18,0,1,4,3,3
19,1,54,3.3,1,1,8,19,1,43,0,6,0,4,0,1,0
22,1,68,2.6,1,1,34,22,0,9,0,4,0,1,2,0,2
18,1,22,3.6,1,1,40,10,0,11,0,19,0,0,1,2,0
29,1,84,2.6,1,1,14,7,0,3,0,8,2,4,0,2,0
42,1,46,3.5,1,1,11,7,0,26,0,23,1,1,3,1,4
49,1,53,3.0,1,1,8,6,0,15,1,5,2,3,4,3,3
49,1,60,5.0,1,1,8,15,0,0,0,11,0,3,3,4,1
55,1,32,2.5,1,1,37,20,0,48,2,18,0,1,0,4,5
29,1,50,2.9,1,1,23,20,0,19,0,23,1,0,4,2,0
60,1,94,4.6,1,1,38,4,0,42,0,1,0,1,0,0,0
34,1,26,3.6,1,1,38,16,1,30,0,20,0,4,1,0,4
30,1,44,3.0,1,1,12,14,0,43,0,8,2,3,4,1,2
28,1,57,4.5,1,1,15,8,0,9,0,7,1,3,3,0,5
63,1,65,4.5,1,1,38,23,0,16,0,16,2,2,2,3,2
31,1,72,3.2,1,1,41,10,0,0,0,14,2,2,4,0,1
46,1,62,4.0,1,1,37,17,0,16,1,16,0,0,2,3,2
70,1,21,4.8,1,1,16,7,0,12,1,19,2,1,0,0,1
53,1,85,3.7,1,1,25,6,0,20,1,7,0,0,1,4,5
50,1,51,3.8,1,1,18,12,0,37,2,23,1,4,4,0,4
33,1,84,2.7,1,1,4,6,0,10,1,16,0,4,3,1,0
22,1,37,4.9,1,1,12,22,0,16,0,8,1,4,4,0,4
50,1,44,3.1,1,1,35,14,0,31,1,10,1,1,0,3,2
34,1,45,4.2,1,1,45,19,1,28,0,21,0,4,2,4,5
24,1,35,3.8,1,1,16,12,0,0,0,11,1,0,1,1,3
69,1,50,4.2,1,1,10,0,0,15,2,23,2,0,4,2,2
39,1,26,4.6,1,1,34,13,1,30,0,0,1,0,4,4,0
42,1,78,4.0,1,1,43,20,0,1,2,0,0,2,0,1,0
42,1,82,4.0,1,1,38,3,2,18,0,21,0,0,0,2,5
29,1,39,3.8,1,1,48,20,0,0,0,21,0,0,0,3,1
55,1,55,3.3,1,1,31,0,0,26,0,2,1,4,1,3,0
32,1,20,2.6,1,1,20,20,0,42,1,5,1,1,1,0,1
25,1,29,4.9,1,1,12,0,0,29,0,1,0,1,0,1,2
38,1,41,3.5,1,1,2,12,0,6,0,19,2,4,2,0,5
32,1,38,2.8,1,1,30,17,0,5,0,18,2,1,0,4,1
43,1,47,2.6,1,1,28,2,1,22,0,11,1,0,4,4,4
41,1,30,3.7,1,1,40,4,0,5,0,22,1,4,2,2,3
56,1,56,2.7,1,1,46,10,0,7,0,3,1,1,3,3,4
27,1,89,3.3,1,1,15,23,0,30,1,2,2,0,0,1,5
46,1,96,4.6,1,1,38,16,1,47,0,9,0,3,2,0,1
48,1,81,4.9,1,1,30,2,1,38,0,21,0,3,2,3,0
52,1,83,4.9,1,1,32,14,0,39,1,9,0,2,4,2,0
18,1,35,2.7,1,1,36,19,1,11,0,7,2,2,1,4,4
64,1,56,3.2,1,1,32,2,1,0,0,12,1,3,3,1,5
54,1,45,2.9,1,1,14,6,0,24,1,12,1,1,4,2,0
31,1,62,3.8,1,1,8,15,0,21,0,15,2,0,0,3,3
30,1,84,3.0,1,1,27,7,0,46,0,19,0,0,2,4,0
26,1,24,3.9,1,1,24,22,0,11,0,4,1,1,4,2,3
25,1,21,4.7,1,1,30,6,0,26,1,6,0,1,4,3,2
59,1,91,4.9,1,1,34,15,0,10,0,14,2,0,4,2,3
55,1,36,4.8,1,1,28,21,0,4,1,19,2,0,2,2,4
56,1,39,2.5,1,1,27,19,1,16,0,20,0,0,0,2,3
62,1,39,3.9,1,1,31,8,0,43,0,7,0,0,3,1,0
35,1,59,3.4,1,1,23,15,0,22,0,10,2,0,3,0,0
51,1,27,2.5,1,1,11,21,0,8,0,7,2,3,1,1,4
61,1,94,3.0,1,1,48,1,0,8,0,22,0,4,4,0,4
27,1,94,3.6,1,1,17,0,0,25,2,2,0,4,2,0,3
54,1,94,3.6,1,1,36,4,0,19,0,16,2,1,3,3,5
31,1,51,4.1,1,1,33,16,1,4,1,7,0,1,1,0,2
24,1,62,3.7,1,1,27,20,0,26,0,14,0,0,0,3,0
42,1,57,3.1,1,1,14,20,0,10,1,18,0,2,0,1,2
41,1,76,4.2,1,1,5,17,0,48,0,11,0,0,0,1,0
66,1,63,4.3,1,1,47,5,0,45,0,17,1,2,0,0,1
58,1,80,2.5,1,1,28,9,2,3,0,1,0,1,0,0,0
43,1,68,3.5,1,1,11,6,0,34,0,16,0,2,3,1,0
52,1,89,3.1,1,1,18,0,0,26,0,8,1,2,1,1,5
35,1,26,2.5,1,1,21,2,1,18,0,8,1,2,2,2,5
23,1,90,3.9,1,1,22,5,0,46,0,21,2,3,4,0,0
25,1,28,4.9,1,1,33,8,0,11,0,2,0,1,0,0,1
33,1,29,4.3,1,1,49,3,2,15,0,6,0,0,0,1,0
48,1,31,2.6,1,1,10,15,0,11,0,19,0,0,1,2,1
42,1,24,4.2,1,1,18,15,0,0,0,19,1,0,0,3,5
55,1,88,2.6,1,1,28,22,0,41,0,0,1,4,4,3,2
59,1,87,3.6,1,1,25,15,0,23,0,21,0,4,0,3,5
65,1,80,3.2,1,1,6,8,0,36,1,0,1,0,0,3,5
59,1,48,4.4,1,1,44,13,1,23,0,16,2,3,0,4,0
31,1,21,3.7,1,1,30,0,0,20,2,3,2,3,3,4,3
49,1,72,3.7,1,1,42,2,1,15,0,15,0,0,0,2,4
53,1,44,4.1,1,1,30,8,0,28,0,1,0,0,3,3,3
48,1,73,3.6,1,1,33,13,1,6,0,9,0,3,4,1,0
23,1,61,4.3,1,1,24,10,0,23,1,3,0,2,0,3,4
68,1,20,2.6,1,1,13,16,1,5,0,20,2,0,4,4,3
35,1,86,2.9,1,1,19,13,1,19,0,17,1,1,0,2,3
34,1,60,4.2,1,1,23,4,0,7,0,23,0,4,2,2,1
62,1,43,4.0,1,1,35,7,0,6,0,13,2,3,1,0,3
21,1,44,4.3,1,1,22,12,0,3,0,1,0,0,1,4,3
70,1,76,3.0,1,1,14,20,0,35,0,5,0,0,0,1,4
55,1,33,3.5,1,1,47,15,0,0,0,5,1,2,0,2,2
43,1,60,3.0,1,1,50,17,0,23,0,4,0,0,3,2,1
19,1,26,3.1,1,1,33,9,2,34,0,12,0,3,1,3,5
47,1,73,4.0,1,1,7,8,0,47,0,19,2,1,2,2,3
26,1,87,4.1,1,1,3,16,1,38,0,11,0,2,3,0,3
46,1,100,3.3,1,1,35,18,0,44,2,7,0,3,0,1,1
19,1,84,4.9,1,1,13,3,2,2,0,3,2,3,3,3,2
49,1,41,3.9,1,1,42,19,1,43,0,4,1,3,3,3,2
51,1,59,3.9,1,1,5,10,0,15,1,3,2,3,2,3,0
64,1,26,4.8,1,1,23,1,0,4,0,3,2,0,4,4,0
67,1,69,2.7,1,1,11,21,0,29,0,9,1,1,1,3,0
37,1,20,3.1,1,1,23,9,2,4,0,20,0,2,1,0,2
40,1,83,3.2,1,1,2,4,0,31,0,7,1,1,2,1,1
38,1,54,2.7,1,1,33,7,0,27,0,18,0,3,0,3,5
66,1,66,2.5,1,1,6,8,0,46,0,1,0,0,3,0,0
47,1,42,2.6,1,1,45,6,0,9,0,3,0,0,2,2,4
56,1,33,2.9,1,1,25,10,0,32,0,15,0,0,3,0,4
51,1,77,4.2,1,1,24,2,1,22,0,15,1,3,1,4,4
25,1,65,4.4,1,1,10,9,2,17,0,10,0,3,1,4,1
37,1,39,4.1,1,1,7,13,1,32,0,6,1,4,1,0,1
41,1,51,3.8,1,1,1,0,0,25,0,6,1,4,0,2,5
64,1,65,4.9,1,1,45,6,0,25,0,13,2,4,2,4,1
23,1,89,4.9,1,1,37,21,0,40,1,0,1,0,0,2,5
62,1,76,4.1,1,1,14,18,0,48,1,9,0,1,1,3,4
39,1,75,3.1,1,1,25,0,0,26,0,17,0,4,0,2,3
52,1,61,2.7,1,1,18,13,1,38,0,18,1,1,2,4,0
50,1,35,3.8,1,1,37,2,1,44,0,4,0,0,2,0,1
28,1,37,4.3,1,1,30,19,1,36,1,5,0,4,1,0,3
67,1,91,4.1,1,1,34,18,0,9,0,23,2,4,0,0,5
41,1,99,4.4,1,1,49,4,0,33,0,16,0,1,1,2,1
19,1,54,3.6,1,1,48,17,0,42,1,2,1,3,0,0,3
70,1,47,3.3,1,1,33,6,0,21,0,20,2,1,0,3,2
49,1,77,3.6,1,1,44,14,0,27,1,5,0,4,0,0,0
59,1,84,2.8,1,1,50,0,0,1,1,12,0,4,1,4,5
52,1,51,4.3,1,1,47,5,0,30,1,16,0,1,0,1,3
20,1,26,3.9,1,1,24,18,0,36,1,9,1,4,4,3,1
31,1,64,2.7,1,1,43,17,0,29,0,6,1,4,1,2,3
33,1,51,4.7,1,1,14,0,0,25,0,17,0,2,0,4,3
44,1,60,3.8,1,1,3,8,0,48,0,16,0,4,1,2,4
40,1,69,4.7,1,1,33,7,0,22,2,12,0,2,2,2,4
69,1,29,4.7,1,1,38,11,0,2,0,9,0,1,0,0,2
29,1,91,3.4,1,1,46,15,0,11,0,6,0,3,0,4,5
54,1,70,3.5,1,1,19,0,0,26,0,17,0,1,0,0,1
65,1,58,4.0,1,1,20,22,0,37,0,14,1,2,3,3,0
54,1,98,3.3,1,1,42,7,0,46,0,6,0,0,1,0,4
60,1,68,4.7,1,1,34,14,0,23,0,21,1,2,0,0,3
43,1,44,2.8,1,1,5,7,0,15,0,0,1,2,2,0,3
44,1,45,3.3,1,1,3,9,2,45,0,1,2,0,0,3,4
69,1,99,2.9,1,1,46,23,0,0,0,10,0,1,1,3,1
46,1,68,2.8,1,1,16,4,0,22,1,4,0,1,3,4,0
41,1,56,4.2,1,1,21,12,0,38,0,17,0,2,3,2,0
32,1,43,4.4,1,1,34,22,0,23,0,4,2,3,0,1,0
26,1,99,3.6,1,1,9,21,0,28,0,20,2,0,1,3,1
61,1,56,2.7,1,1,36,0,0,16,0,18,0,2,0,3,5
49,1,25,3.4,1,1,22,8,0,38,1,15,0,0,0,1,3
53,1,74,2.8,1,1,2,12,0,43,0,0,2,0,0,0,4
24,1,56,3.4,1,1,32,8,0,2,0,7,2,0,2,0,3
37,1,47,2.6,1,1,29,19,1,42,0,23,0,0,2,0,1
43,1,67,4.1,1,1,27,4,0,45,0,16,1,3,3,4,1
31,1,22,2.9,1,1,33,4,0,37,0,16,2,2,4,1,2
49,1,34,2.7,1,1,16,10,0,11,1,1,0,0,3,4,3
69,1,64,3.7,1,1,11,22,0,23,0,11,0,2,3,0,4
65,1,42,4.3,1,1,11,17,0,31,0,13,0,0,0,0,2
41,1,82,2.6,1,1,17,15,0,19,0,7,2,3,0,2,0
37,1,81,4.3,1,1,37,0,0,2,2,5,1,1,1,0,5
70,1,24,4.1,1,1,18,3,2,39,0,18,1,4,0,3,5
63,1,60,4.2,1,1,13,19,1,8,0,4,0,4,3,1,3
55,1,24,4.2,1,1,7,15,0,2,0,18,0,3,0,3,5
52,1,78,3.1,1,1,37,20,0,14,2,0,2,1,3,0,4
22,1,88,4.9,1,1,8,10,0,1,0,19,2,1,0,0,3
54,1,63,4.4,1,1,11,10,0,19,2,7,0,3,0,0,0
28,1,78,4.4,1,1,8,19,1,29,0,0,1,0,3,4,0
67,1,37,3.4,1,1,31,4,0,2,2,23,2,0,4,0,1
59,1,94,4.5,1,1,26,2,1,25,0,22,0,4,0,2,2
26,1,78,4.5,1,1,20,23,0,9,0,7,0,1,4,1,0
24,1,36,4.1,1,1,24,3,2,25,0,18,2,0,3,0,2
62,1,24,3.2,1,1,45,18,0,12,0,1,2,4,3,2,0
70,1,84,2.7,1,1,33,19,1,4,0,10,0,2,4,2,3
45,1,47,3.7,1,1,21,10,0,35,1,23,0,0,0,0,3
58,1,51,2.6,1,1,2,8,0,33,0,22,0,1,4,0,2
31,1,84,2.7,1,1,28,16,1,17,0,15,1,2,1,0,5
32,1,24,2.7,1,1,18,17,0,13,0,10,1,2,0,4,4
36,1,97,4.8,1,1,21,1,0,47,1,19,0,0,1,2,2
25,1,89,4.8,1,1,24,23,0,30,0,8,2,4,2,1,3
48,1,44,2.6,1,1,15,0,0,4,1,11,0,3,4,3,1
39,1,35,4.5,1,1,38,6,0,11,0,0,2,0,0,3,1
26,1,91,3.2,1,1,38,4,0,1,0,4,2,0,0,3,0
32,1,63,3.8,1,1,13,7,0,34,0,4,2,3,2,4,2
54,1,97,4.8,1,1,39,0,0,12,1,6,0,2,0,0,0
38,1,38,4.1,1,1,8,2,1,21,0,21,1,2,4,4,1
46,1,24,2.8,1,1,4,3,2,36,2,1,0,3,2,3,4
57,1,32,3.9,1,1,6,1,0,12,0,3,2,0,4,0,1
49,1,90,4.9,1,1,11,7,0,0,0,12,1,4,0,4,1
33,1,36,3.4,1,1,49,10,0,24,0,12,1,0,3,4,3
54,1,37,4.1,1,1,30,0,0,29,2,20,2,0,1,3,4
47,1,51,2.9,1,1,34,4,0,0,0,4,1,4,0,0,3
36,1,71,3.1,1,1,28,7,0,10,1,17,0,0,0,3,3
68,1,50,3.6,1,1,36,21,0,42,1,4,0,1,0,4,4
60,1,74,3.5,1,1,18,7,0,16,1,20,0,4,3,1,1
55,1,75,3.4,1,1,4,4,0,22,0,9,1,4,1,3,3
29,1,99,2.9,1,1,42,15,0,22,2,4,0,4,0,2,4
38,1,23,4.7,1,1,11,14,0,12,2,21,0,0,4,0,4
70,1,53,4.4,1,1,31,19,1,45,2,0,2,0,1,1,0
36,1,99,2.6,1,1,12,18,0,26,0,4,0,0,3,0,2
18,1,48,4.4,1,1,20,11,0,16,2,8,0,2,3,4,4
62,1,72,3.7,1,1,37,2,1,36,0,12,0,4,2,2,4
29,1,64,4.4,1,1,26,21,0,20,0,7,0,0,3,2,2
21,1,63,2.5,1,1,14,2,1,38,0,7,0,0,0,1,5
42,1,51,2.6,1,1,12,13,1,1,0,0,0,0,2,4,0
43,1,55,5.0,1,1,10,2,1,6,0,0,0,2,4,1,0
58,1,55,4.9,1,1,19,4,0,15,0,2,0,0,0,0,0
27,1,26,3.7,1,1,4,8,0,8,1,18,1,2,4,0,5
57,1,67,3.1,1,1,48,17,0,31,0,6,1,2,2,0,4
40,1,31,3.2,1,1,37,3,2,3,1,15,0,2,0,3,3
45,1,66,4.4,1,1,4,10,0,3,1,11,2,3,1,0,3
47,1,67,4.3,1,1,15,21,0,12,0,4,1,0,2,1,5
61,1,61,3.0,1,1,33,19,1,4,0,5,2,4,3,1,5
60,1,75,3.5,1,1,30,9,2,4,0,19,0,4,0,0,4
69,1,90,3.6,1,1,23,18,0,31,0,0,0,1,0,0,3
58,1,40,3.8,1,1,2,22,0,45,0,12,1,0,0,0,5
34,1,90,3.6,1,1,50,23,0,7,0,6,0,3,0,1,1
20,1,20,4.6,1,1,34,0,0,45,0,0,0,1,0,0,0
56,1,40,2.5,1,1,33,5,0,4,0,20,1,0,3,1,5
64,1,33,3.5,1,1,34,7,0,27,1,2,0,4,4,2,3
56,1,98,4.0,1,1,39,2,1,18,1,10,0,0,1,3,1
27,1,42,3.5,1,1,47,0,0,18,0,18,0,2,2,1,4
35,1,62,3.2,1,1,37,3,2,41,1,17,1,4,3,3,3
24,1,45,3.5,1,1,40,7,0,29,0,8,2,1,1,4,0
26,1,78,3.4,1,1,8,16,1,42,0,7,1,0,1,1,0
32,1,80,5.0,1,1,12,6,0,46,0,6,0,1,0,0,0
54,1,96,4.5,1,1,36,14,0,5,1,14,0,1,4,0,3
62,1,47,2.8,1,1,48,6,0,46,0,3,1,3,0,3,5
50,1,84,4.9,1,1,47,12,0,33,0,13,2,4,0,3,2
70,1,31,3.1,1,1,2,16,1,41,0,0,0,0,4,0,3
48,1,63,4.8,1,1,24,21,0,45,1,23,0,3,4,0,5
20,1,97,2.7,1,1,40,17,0,47,2,22,0,2,3,0,0
46,1,99,4.6,1,1,50,9,2,16,0,6,2,1,0,2,5
51,1,90,4.4,1,1,25,13,1,13,0,14,2,0,4,0,5
53,1,68,3.2,1,1,20,16,1,30,0,21,0,3,0,2,3
44,1,80,3.0,1,1,10,11,0,10,0,10,0,4,0,4,5
29,1,91,4.9,1,1,32,13,1,6,0,11,1,0,3,0,4
64,1,30,3.6,1,1,31,12,0,15,0,4,0,2,0,0,2
51,1,90,3.8,1,1,48,16,1,5,0,22,0,4,2,0,0
50,1,28,2.9,1,1,23,20,0,29,0,2,0,4,3,2,3
43,1,46,3.9,1,1,1,20,0,8,0,17,2,1,0,0,0
61,1,60,3.6,1,1,4,4,0,45,0,13,0,1,3,2,2
55,1,59,3.5,1,1,3,16,1,32,0,22,0,1,4,0,0
56,1,68,4.0,1,1,3,7,0,33,0,7,0,0,4,0,0
33,1,79,4.8,1,1,44,0,0,40,0,0,1,0,0,0,0
43,1,94,3.9,1,1,5,0,0,30,0,5,2,1,4,2,0
21,1,83,4.5,1,1,50,12,0,20,1,9,1,1,2,4,4
58,1,62,4.8,1,1,2,5,0,8,2,20,0,4,3,1,0
41,1,85,2.6,1,1,29,14,0,29,0,15,0,0,4,3,0
39,1,30,3.1,1,1,11,8,0,16,0,18,1,0,0,4,0
54,1,24,4.7,1,1,37,10,0,39,2,6,0,3,0,1,2
43,1,25,2.9,1,1,32,0,0,24,0,8,0,3,2,2,2
28,1,37,3.8,1,1,27,13,1,29,0,19,1,0,0,1,0
59,1,69,3.8,1,1,31,0,0,38,2,7,1,0,0,4,0
28,1,97,3.0,1,1,36,16,1,33,0,21,1,0,3,2,2
68,1,24,4.1,1,1,34,5,0,31,0,4,1,2,3,0,5
20,1,30,3.4,1,1,15,0,0,10,2,1,1,0,0,0,1
21,1,53,2.5,1,1,14,9,2,34,0,13,0,0,0,1,0
50,1,70,4.9,1,1,46,4,0,8,2,3,0,1,2,0,5
32,1,76,2.8,1,1,33,15,0,15,1,0,2,2,3,4,0
24,1,95,4.5,1,1,41,14,0,6,0,0,0,0,0,2,0
55,1,51,4.9,1,1,39,3,2,19,1,9,2,1,0,3,5
61,1,41,4.9,1,1,7,6,0,25,0,9,2,0,4,0,0
61,1,71,3.5,1,1,29,21,0,17,1,20,2,0,1,0,1
28,1,66,3.5,1,1,18,23,0,36,0,16,1,2,1,4,4
60,1,84,4.9,1,1,15,15,0,25,0,12,2,0,1,1,0
49,1,95,3.0,1,1,39,6,0,44,0,20,2,4,0,3,0
33,1,90,2.8,1,1,11,11,0,33,0,19,1,0,2,0,3
45,1,36,3.7,1,1,4,8,0,25,1,9,1,4,3,0,2
29,1,22,3.6,1,1,33,5,0,33,0,16,0,1,0,4,0
58,1,89,3.3,1,1,37,3,2,15,0,1,2,1,2,2,4
22,1,50,3.4,1,1,32,13,1,40,0,19,0,0,1,0,4
55,1,36,4.0,1,1,44,2,1,17,0,9,0,0,1,1,4
19,1,52,4.6,1,1,41,12,0,24,1,18,0,1,1,0,4
68,1,29,4.2,1,1,44,20,0,18,0,12,0,4,2,0,5
61,1,89,2.8,1,1,32,1,0,8,0,2,0,4,0,4,0
68,1,47,3.7,1,1,13,6,0,9,0,23,0,1,0,0,3
52,1,25,3.4,1,1,48,11,0,37,2,2,0,0,3,2,4
41,1,74,3.0,1,1,3,12,0,25,2,4,0,0,0,0,5
29,1,46,4.8,1,1,39,0,0,20,0,10,0,3,3,4,3
68,1,22,4.0,1,1,7,10,0,31,1,10,0,4,2,0,2
36,1,25,4.9,1,1,11,15,0,21,0,13,1,4,2,0,2
55,1,80,4.9,1,1,47,0,0,18,0,11,0,4,2,1,5
28,1,76,3.3,1,1,28,10,0,9,0,7,0,0,0,2,2
39,1,30,4.4,1,1,17,10,0,35,0,19,1,1,2,0,1
54,1,79,3.5,1,1,11,22,0,29,0,0,0,0,0,3,0
40,1,22,4.2,1,1,12,19,1,11,0,10,2,1,3,4,0
31,1,36,4.2,1,1,7,20,0,42,1,12,0,2,3,1,2
30,1,77,2.7,1,1,19,20,0,17,0,23,0,0,3,4,2
45,1,33,2.8,1,1,24,21,0,44,1,16,0,1,4,0,4
48,1,64,3.8,1,1,19,19,1,7,0,0,2,1,2,4,3
45,1,53,2.6,1,1,39,20,0,33,0,8,0,3,1,3,0
60,1,36,3.0,1,1,1,16,1,44,2,15,0,4,0,1,2
59,1,70,3.3,0,1,10,1,0,14,0,1,0,0,0,2,0
18,1,96,4.9,0,1,48,17,0,2,0,4,2,2,0,3,4
70,1,27,3.3,0,1,24,9,2,19,0,13,0,3,2,2,0
20,1,64,2.9,0,1,42,22,0,10,0,0,2,2,0,4,2
65,1,23,4.4,0,1,20,9,2,47,1,11,0,0,0,1,5
29,1,33,3.1,0,1,49,14,0,29,0,21,1,1,2,0,1
22,1,34,2.5,0,1,25,9,2,31,0,0,2,4,3,2,3
27,1,35,2.6,0,1,21,22,0,13,1,6,1,3,2,2,1
36,1,62,4.4,0,1,12,3,2,10,0,6,1,2,1,4,1
59,1,75,2.6,0,1,21,2,1,33,0,2,0,4,2,2,1
62,1,29,3.3,0,1,35,8,0,0,1,8,1,0,1,0,3
34,1,28,3.5,0,1,42,7,0,48,0,21,0,2,0,1,1
59,1,20,4.1,0,1,3,23,0,0,2,1,0,0,4,3,1
49,1,96,4.0,0,1,11,3,2,22,0,17,2,1,4,3,0
18,1,43,2.7,0,1,22,4,0,36,1,14,1,4,0,3,4
55,1,94,2.5,0,1,47,15,0,48,0,12,0,0,3,1,5
38,1,81,4.3,0,1,33,18,0,18,2,22,0,1,2,4,1
50,1,75,3.3,0,1,50,11,0,31,0,10,1,4,1,2,5
61,1,81,2.6,0,1,46,7,0,36,0,0,1,0,0,1,3
48,1,92,3.5,0,1,34,17,0,10,0,5,0,0,0,2,2
22,1,96,4.0,0,1,33,14,0,3,2,16,0,0,4,1,3
48,1,71,2.6,0,1,45,11,0,40,1,22,0,3,3,0,2
57,1,50,4.9,0,1,32,21,0,23,0,8,1,2,2,2,0
33,1,72,2.9,0,1,47,3,2,32,0,3,0,0,3,4,0
58,1,28,3.7,0,1,5,9,2,46,0,15,2,0,3,3,4
37,1,59,4.4,0,1,49,22,0,1,0,18,0,0,0,1,2
18,1,33,4.4,0,1,48,3,2,34,1,1,1,0,1,0,3
65,1,59,3.8,0,1,22,14,0,36,0,1,0,0,0,0,1
62,1,30,4.5,0,1,45,0,0,10,2,2,0,0,3,1,0
54,1,85,2.6,0,1,30,7,0,38,2,4,2,3,2,4,4
35,1,97,3.3,0,1,43,0,0,45,0,19,1,1,4,0,5
34,1,36,4.1,0,1,48,23,0,2,1,16,0,1,2,0,4
25,1,85,3.0,0,1,23,11,0,42,0,20,2,3,4,4,2
53,1,62,3.0,0,1,27,21,0,0,0,12,2,3,1,3,0
45,1,71,3.4,0,1,7,10,0,46,1,22,2,3,2,0,3
49,1,21,2.7,0,1,2,12,0,16,0,20,2,0,1,3,5
40,1,61,3.8,0,1,33,0,0,1,0,18,0,2,2,3,0
38,1,58,4.2,0,1,27,14,0,5,0,21,0,0,4,0,2
44,1,80,4.7,0,1,6,22,0,31,0,9,0,0,4,1,2
68,1,50,4.1,0,1,20,11,0,39,0,10,0,1,0,4,4
60,1,48,4.2,0,1,46,19,1,6,1,8,2,3,0,4,1
25,1,40,4.8,0,1,25,11,0,5,0,0,2,1,2,0,4
19,1,34,3.0,0,1,30,3,2,40,1,14,1,2,1,0,4
57,1,46,2.6,0,1,48,3,2,27,1,0,0,1,3,1,0
58,1,27,3.2,0,1,47,21,0,43,0,0,1,4,4,0,5
49,1,98,3.6,0,1,27,6,0,10,1,20,0,3,2,1,5
19,1,73,2.6,0,1,45,22,0,31,0,14,0,0,2,0,2
50,1,28,4.4,0,1,2,12,0,26,0,5,0,2,0,1,5
30,1,76,3.0,0,1,39,5,0,6,2,18,0,0,1,0,2
52,1,83,2.9,0,1,24,22,0,41,0,14,0,1,0,0,2
35,1,23,4.3,0,1,8,8,0,40,1,3,0,2,1,2,0
35,1,28,3.1,0,1,8,7,0,6,0,0,0,0,0,0,4
33,1,83,3.0,0,1,6,23,0,19,1,12,0,1,2,4,1
52,1,96,3.6,0,1,12,18,0,21,0,21,2,1,4,4,2
69,1,62,2.8,0,1,26,19,1,41,0,14,0,4,4,0,5
27,1,25,2.8,0,1,50,17,0,25,0,19,0,4,3,0,2
66,1,97,4.9,0,1,2,8,0,34,0,21,2,2,2,4,5
28,1,61,3.0,0,1,31,8,0,41,0,4,0,2,3,0,0
22,1,66,4.1,0,1,4,16,1,30,1,12,1,0,2,1,0
69,1,67,4.6,0,1,32,8,0,45,2,15,0,1,1,3,4
28,1,80,4.8,0,1,11,21,0,18,0,16,1,0,2,3,0
55,1,25,2.6,0,1,47,18,0,27,0,21,0,0,2,0,1
30,1,58,4.0,0,1,37,7,0,30,1,14,0,0,0,0,5
67,1,96,4.2,0,1,39,0,0,9,0,3,2,4,0,3,2
25,1,77,4.5,0,1,24,21,0,3,0,9,0,3,4,1,3
49,1,65,4.9,0,1,11,0,0,12,0,16,1,2,3,3,1
34,1,36,3.1,0,1,36,11,0,16,0,8,0,4,3,1,5
22,1,84,4.0,0,1,40,19,1,36,0,10,2,4,2,2,3
63,1,58,3.2,0,1,25,23,0,7,2,14,0,0,0,0,4
70,1,62,4.3,0,1,12,6,0,31,1,3,0,3,0,1,0
36,1,67,2.5,0,1,38,7,0,19,1,16,0,2,4,0,3
42,1,20,4.9,0,1,40,22,0,13,0,13,0,2,0,0,4
27,1,90,2.7,0,1,10,13,1,32,0,9,1,2,0,0,5
23,1,58,3.4,0,1,47,14,0,13,0,0,2,4,3,4,2
50,1,53,4.8,0,1,22,15,0,6,2,11,0,4,4,2,3
56,1,30,4.7,0,1,35,5,0,30,0,3,2,3,2,2,3
37,1,65,4.7,0,1,46,8,0,27,2,22,2,1,0,4,2
67,1,41,3.9,0,1,30,11,0,15,0,9,1,0,3,3,0
67,1,73,3.7,0,1,20,15,0,11,0,0,0,1,0,0,3
50,1,98,4.3,0,1,25,8,0,31,1,19,0,3,4,0,2
36,1,36,4.1,0,1,29,16,1,5,2,10,2,3,0,0,5
62,1,81,4.6,0,1,2,23,0,47,0,2,1,0,0,4,1
65,1,90,3.6,0,1,32,18,0,19,0,14,2,3,0,0,4
23,1,83,4.8,0,1,37,6,0,11,1,4,1,2,1,0,3
46,1,91,2.8,0,1,16,15,0,29,2,15,2,1,0,0,1
18,1,36,4.7,0,1,32,12,0,13,0,16,1,4,0,4,2
58,1,53,3.9,0,1,42,3,2,0,0,16,0,3,3,2,0
31,1,39,2.6,0,1,6,10,0,18,0,22,2,0,4,1,1
39,1,33,4.7,0,1,23,5,0,33,1,18,2,2,2,3,2
69,1,76,3.5,0,1,27,23,0,33,0,7,0,0,4,4,0
68,1,23,4.4,0,1,43,2,1,26,0,19,2,0,3,3,4
41,1,54,4.4,0,1,25,10,0,38,1,8,0,3,0,0,2
31,1,89,3.0,0,1,30,19,1,26,0,15,1,4,0,0,1
48,1,38,4.2,0,1,7,19,1,47,0,8,1,2,3,0,1
59,1,36,4.3,0,1,17,7,0,40,2,17,2,3,2,2,0
34,1,66,2.6,0,1,10,12,0,7,0,21,0,0,4,3,2
21,1,42,3.3,0,1,40,11,0,8,0,4,0,0,4,4,0
29,1,36,2.7,0,1,50,11,0,15,1,17,2,2,2,4,0
41,1,86,4.2,0,1,24,1,0,33,0,6,0,0,0,1,5
62,1,49,4.0,0,1,8,6,0,5,0,5,0,0,3,3,1
27,1,41,4.0,0,1,6,15,0,10,0,15,1,3,1,0,4
49,1,82,2.9,0,1,44,4,0,8,0,4,0,4,0,1,0
